"","AQSID","Param","Site_code","site_name","status","AgencyID","Agency_name","EPA_reg","lat","long","elev","GMT_offset","country","MSA_code","MSA_name","state_code","state_name","county_code","county_name"
"9936","000101801","PM2.5","1801","Creston PC School","Inactive","BC1","British Columbia Ministry of Environment","CA",49.0944,-116.5125,609.4,-8,"CA",NA,"","00","CC","010","BRITISH COLUMBIA"
"9937","000101801","PM10","1801","Creston PC School","Inactive","BC1","British Columbia Ministry of Environment","CA",49.0944,-116.5125,609.4,-8,"CA",NA,"","00","CC","010","BRITISH COLUMBIA"
"9938","000060609","O3","0609","Sudbury","Inactive","ON1","Ontario Ministry of the Environment","CA",46.4756,-80.9628,0,-5,"CA",NA,"","00","CC","006","ONTARIO"
"9939","000060609","PM2.5","0609","Sudbury","Inactive","ON1","Ontario Ministry of the Environment","CA",46.4756,-80.9628,0,-5,"CA",NA,"","00","CC","006","ONTARIO"
"9940","000103905","PM2.5","3905","Kitimat Haisla Village","Active","BC1","British Columbia Ministry of Environment","CA",53.973228,-128.650768,0,-8,"CA",NA,"","00","CC","010","BRITISH COLUMBIA"
"9941","000103905","SO2","3905","Kitimat Haisla Village","Active","BC1","British Columbia Ministry of Environment","CA",53.973228,-128.650768,0,-8,"CA",NA,"","00","CC","010","BRITISH COLUMBIA"
"9942","000010601","O3","0601","Goose Bay","Active","CN2","Canadian Air and Precipitation Monitoring Network","CA",53.3047,-60.3644,38.7,-4,"CA",NA,"","00","CC","001","NEWFOUNDLAND"
"9943","440090007","O3","0007","Narragansett","Active","RI1","Rhode Island Dept. of Environmental Management","R1",41.4942,-71.4219,0,-5,"US",39300," Providence-New Bedford-Fall River, RI-MA ","44","RI","009","WASHINGTON"
"9944","440090007","PM2.5","0007","Narragansett","Active","RI1","Rhode Island Dept. of Environmental Management","R1",41.4942,-71.4219,0,-5,"US",39300," Providence-New Bedford-Fall River, RI-MA ","44","RI","009","WASHINGTON"
"9945","440090007","TEMP","0007","Narragansett","Active","RI1","Rhode Island Dept. of Environmental Management","R1",41.4942,-71.4219,0,-5,"US",39300," Providence-New Bedford-Fall River, RI-MA ","44","RI","009","WASHINGTON"
"9946","440090007","RHUM","0007","Narragansett","Active","RI1","Rhode Island Dept. of Environmental Management","R1",41.4942,-71.4219,0,-5,"US",39300," Providence-New Bedford-Fall River, RI-MA ","44","RI","009","WASHINGTON"
"9947","440090007","RWD","0007","Narragansett","Active","RI1","Rhode Island Dept. of Environmental Management","R1",41.4942,-71.4219,0,-5,"US",39300," Providence-New Bedford-Fall River, RI-MA ","44","RI","009","WASHINGTON"
"9948","440090007","RWS","0007","Narragansett","Active","RI1","Rhode Island Dept. of Environmental Management","R1",41.4942,-71.4219,0,-5,"US",39300," Providence-New Bedford-Fall River, RI-MA ","44","RI","009","WASHINGTON"
"9949","291890005","O3","0005","Pacific","Active","MO1","Missouri Department of Natural Resources","R7",38.4902,-90.7052,159.8,-6,"US",41180," St. Louis, MO-IL ","29","MO","189","ST. LOUIS"
"9950","550350014","RWS","0014","Eau Claire","Active","WI1","Wisconsin Dept. of Natural Resources","R5",44.761398,-91.413002,0,-6,"US",NA,"","55","WI","035","EAU CLAIRE"
"9951","550350014","PMC","0014","Eau Claire","Active","WI1","Wisconsin Dept. of Natural Resources","R5",44.761398,-91.413002,0,-6,"US",NA,"","55","WI","035","EAU CLAIRE"
"9952","550350014","PM2.5","0014","Eau Claire","Active","WI1","Wisconsin Dept. of Natural Resources","R5",44.761398,-91.413002,0,-6,"US",NA,"","55","WI","035","EAU CLAIRE"
"9953","550350014","PM10","0014","Eau Claire","Active","WI1","Wisconsin Dept. of Natural Resources","R5",44.761398,-91.413002,0,-6,"US",NA,"","55","WI","035","EAU CLAIRE"
